timestamp,visitorid,event,itemid,transactionid
1433216735395,772309,addtocart,72422,
1433218918777,1154250,view,362851,
1433218921396,572783,view,328696,
1433219032738,992115,view,182099,
1433219189080,288847,view,398379,
1433220524296,1008863,view,459186,
1433217142716,169835,view,159603,
1433216886935,703707,view,330649,
1433219641357,5925,view,291413,
1433218941216,159298,view,354676,
1433216884780,450932,view,435713,
1433220428311,328465,view,452210,
1433217650552,194340,view,162243,
1433219179174,304146,view,42002,
1433218353931,1092695,addtocart,383488,
1433216876714,1205474,view,123986,
1433220592120,264879,view,115586,
1433218958175,1154250,view,116794,
1433219492276,1270927,view,278679,
1433219747960,841219,view,72011,
1433217242577,796623,view,227628,
1433219169319,991242,view,318871,
1433217499518,662168,view,184628,
1433220772884,264879,view,115586,
1433220772624,257432,view,239604,
1433219959283,712443,view,346655,
1433218231292,936361,view,246634,
1433218357871,244974,view,328901,
1433217885963,594902,view,64521,
1433219161045,1317096,view,152085,
1433217383269,37840,view,297513,
1433218124231,995986,view,94099,
1433220141392,1394724,view,291689,
1433220479052,868445,view,156108,
1433218541046,517546,view,97750,
1433217543958,322679,view,352247,
1433218148039,472949,view,310353,
1433218148197,388217,view,170599,
1433218148829,103440,view,349737,
1433216787971,44558,view,262138,
1433220487573,591033,view,460188,
1433217365713,1140937,view,160259,
1433218154553,1041483,view,89977,
1433218069667,251041,view,393742,
1433217621937,239740,addtocart,367667,
1433220598812,712443,view,431322,
1433218109710,1121229,view,370889,
1433218108716,494732,view,137440,
1433218103662,1120751,view,375588,
1433220834470,994896,view,10572,
1433220227943,1248118,view,459109,
1433220473682,644296,view,203679,
1433218099933,483962,view,35881,
1433218183398,879797,view,427923,
1433220152367,1187942,view,161026,
1433220116635,1026160,view,197005,
1433219467746,246753,view,284941,
1433217585094,1092695,addtocart,38796,
1433216758745,97140,view,323280,
1433217609840,663067,view,167271,
1433220470032,114598,view,179683,
1433218203419,907809,view,57284,
1433220501536,179196,view,466501,
1433217112577,796623,view,227628,
1433218087643,169835,view,14858,
1433218210261,1137999,view,156094,
1433217884313,154348,view,273940,
1433220763474,992115,view,182099,
1433218213174,936361,view,315545,
1433217752051,1042749,view,172967,
1433217325353,1025745,view,464731,
1433217410543,1230877,view,60918,
1433218078654,397995,view,229204,
1433218373724,236181,view,67182,
1433218011420,1299250,view,422948,
1433218375150,1218306,view,171959,
1433219090552,322142,view,311052,
1433217301087,183568,view,335913,
1433218589241,363915,view,260256,
1433218592636,332961,view,464409,
1433217096768,722736,view,167587,
1433220611952,1398678,view,161688,
1433220284481,285091,view,218541,
1433220614148,328465,view,452210,
1433217681432,1353620,view,247061,
1433220615340,1046034,view,379002,
1433219566491,255540,view,310590,
1433218608582,992272,view,50814,
1433218388645,926210,view,290839,
1433217810130,662168,view,122604,
1433217778643,481406,view,347013,
1433216574429,1404060,view,272446,
1433217075114,542333,view,199952,
1433220021147,1402924,view,315543,
1433219906599,306088,view,281442,
1433218636795,776534,view,20388,
1433217911121,1203684,addtocart,80953,
1433217632756,192682,view,311303,
1433217273969,914970,view,326449,
1433217765656,596533,view,56153,
1433217668704,1299250,view,422948,
1433220741688,1141279,view,442837,
1433217517350,65083,view,134353,
1433217612201,591350,view,253615,
1433218654430,788592,view,91755,
1433218656157,443049,view,242521,
1433218656883,776534,view,20388,
1433218657204,624593,view,437293,
1433218662538,1238871,view,51561,
1433216663444,318122,view,6266,
1433218040381,1373937,view,242567,
1433218670607,745693,view,412297,
1433220813104,1141279,view,133415,
1433220860483,989491,view,389118,
1433216775435,1081632,view,87575,
1433219052619,745798,view,179849,
1433217817997,255540,view,50048,
1433217991330,407935,view,103076,
1433218680765,1088319,view,93144,
1433219666502,807025,view,437302,
1433219703308,875630,view,186352,
1433217436637,960480,view,393134,
1433217038414,680829,view,188698,
1433219310084,1317267,view,439537,
1433220179464,769795,view,438182,
1433217766975,1203684,view,53779,
1433218692951,676904,view,37583,
1433217200405,114473,view,32057,
1433220057774,498467,view,57165,
1433219869744,1756,view,296448,
1433218427136,571258,addtocart,50329,
1433217024543,132842,view,279690,
1433216792965,1154250,view,367790,
1433219595257,1044444,view,351825,
1433218433694,662168,view,184628,
1433220180667,922016,view,326799,
1433217864610,960480,view,165348,
1433216558478,874763,view,200537,
1433217983563,328935,view,48072,
1433218725824,98643,view,420960,
1433218734507,833956,view,235224,
1433217981477,1154250,view,367790,
1433220205709,493360,view,422822,
1433217715982,260791,view,323381,
1433218738635,1120239,view,379752,
1433219499096,835743,view,67438,
1433219282166,1331854,view,288171,
1433218741422,1194444,view,231243,
1433174910943,289199,view,36906,
1433175943200,596655,view,65889,
1433175521312,532258,view,157361,
1433173018911,1036871,view,187354,
1433175708754,302896,view,257196,
1433174825959,273406,addtocart,214912,
1433172971345,610183,view,60214,
1433173628668,769892,view,285729,
1433172636281,12773,view,78849,
1433172578643,649450,view,19664,
1433176499968,809753,view,153280,
1433173167013,633164,view,80622,
1433173012842,1098018,view,86497,
1433173273872,1130627,view,27494,
1433175517360,273406,view,351798,
1433172818588,813915,view,78060,
1433173938045,322407,view,309403,
1433173658460,325929,view,5440,
1433173218110,212698,view,216305,
1433174235482,356857,view,448817,
1433175546693,615793,addtocart,355994,
1433174234860,1345880,addtocart,52888,
1433173178917,1285796,view,306344,
1433176017138,615793,view,319992,
1433172666524,1022530,view,59192,
1433174966863,1164301,view,93900,
1433176437490,499677,view,30513,
1433176016314,835907,view,68892,
1433176076757,1292420,addtocart,47352,
1433176125569,20903,view,101094,
1433176781582,938537,view,257773,
1433176027191,820159,view,399053,
1433175511766,8736,view,24358,
1433176587177,1080654,view,300629,
1433174892472,273406,addtocart,120098,
1433174745404,969254,view,59691,
1433174974537,350566,view,47457,
1433176539371,503578,view,45121,
1433175308147,234164,view,70277,
1433174309393,161206,view,325256,
1433174533951,1311137,view,49803,
1433175558171,352608,view,113646,
1433172891821,1223889,view,367490,
1433172409757,63121,view,310791,
1433176306262,294658,view,283550,
1433175699239,647928,view,408649,
1433173158304,1079704,view,237318,
1433174041266,294006,view,441185,
1433173870189,759131,view,13021,
1433175912537,912233,view,378673,
1433176494651,434006,view,100307,
1433173076420,371359,view,139898,
1433176118071,1327144,view,139593,
1433175505192,113281,view,306513,
1433174060048,1041499,view,368503,
1433172922653,118053,view,304877,
1433172592378,422883,view,54435,
1433175741824,343153,view,253615,
1433172520454,1172198,view,414460,
1433174996338,273406,view,261288,
1433175320420,1117221,view,320770,
1433174827775,1093035,view,287356,
1433176753187,315969,view,95426,
1433173861310,983661,view,394522,
1433172646969,995602,view,259455,
1433175145954,1275438,view,234162,
1433174477016,1381613,view,41932,
1433174603266,693763,view,265482,
1433175003803,673927,view,425647,
1433174190052,983661,view,394522,
1433173460763,954429,view,170751,
1433175328543,759851,view,248816,
1433173855105,96154,view,200270,
1433174598991,189384,view,299044,
1433174188395,1162854,addtocart,13031,
1433174641955,492165,view,38913,
1433173964603,425170,view,37402,
1433175963370,485745,view,182642,
1433173301336,1103102,view,413990,
1433174516504,425170,view,228325,
1433175224614,835907,view,50467,
1433176618921,18581,view,187530,
1433175833085,216801,view,289984,
1433172933974,1398013,view,261863,
1433172453557,112347,view,380493,
1433176451051,632561,view,243336,
1433173188153,1368359,view,457380,
1433175496584,615793,view,355994,
1433173967525,1242001,view,387279,
1433173188388,1191882,view,154703,
1433174761571,1215488,view,389545,
1433174837702,1204552,view,179038,
1433176388606,1161163,view,181527,
1433176298817,190277,view,225083,
1433173152057,556273,view,152085,
1433173592655,322407,view,202835,
1433175016210,314189,view,138027,
1433172754114,965394,view,454672,
1433172856189,889657,view,15327,
1433176223373,83998,view,198251,
1433176251023,623884,view,5127,
1433173395834,943524,view,392074,
1433175017711,234164,view,262917,
1433176583251,312216,view,82452,
1433173342688,452021,view,96680,
1433172525331,653625,view,420871,
1433173394376,551925,view,304719,
1433174560982,229653,view,165816,
1433173465433,1215130,view,235224,
1433172491822,118053,view,304877,
1433173071125,322407,view,260957,
1433172163941,465755,view,294632,
1433175753117,548480,view,41217,
1433176488803,777696,view,158829,
1433173189819,910665,view,161951,
1433174837566,820159,view,80502,
1433174718167,406429,view,78978,
1433176763417,34648,view,281211,
1433173977945,259302,view,299256,
1433175028744,670171,view,429870,
1433173582607,332434,view,97932,
1433175685211,749276,addtocart,61240,
1433174823118,104529,view,440373,
1433175347884,936437,view,144675,
1433176736375,102019,transaction,150318,13556.0
1433173003000,348743,view,386056,
1433174628286,369530,view,94198,
1433174778418,601744,view,384514,
1433175757803,886287,view,91452,
1433176131188,800216,view,87824,
1433172900240,1267731,view,39490,
1433175484641,878815,view,355994,
1433172489521,1371643,view,12765,
1433174319711,425170,view,398012,
1433176429280,809753,view,329693,
1433173029022,1181810,view,444365,
1433173829834,322407,view,337348,
1433172936316,161416,view,303055,
1433173248656,1130627,view,27494,
1433174549836,291812,view,348942,
1433176039617,1134896,view,87824,
1433173989852,1403718,view,433165,
1433176770383,451946,view,459475,
1433176590113,1256558,view,361103,
1433172887919,140279,addtocart,255708,
1433173571419,556273,view,29908,
1433175360916,234513,view,216695,
1433173244388,779901,view,368094,
1433175474508,1242777,view,430292,
1433173243583,557378,view,24855,
1433172194611,111566,view,325319,
1433175367546,108118,view,157078,
1433174138407,367820,view,43389,
1433174518180,189384,transaction,310791,7244.0
1433175674086,749276,view,61240,
1433173811856,769892,view,335041,
1433175469834,1401694,view,303715,
1433175469591,878815,view,355994,
1433175371191,1052536,view,428372,
1433173060748,1269751,view,144076,
1433173239791,556273,view,401264,
1433173807741,5129,view,67748,
1433174759285,740145,view,442683,
1433175186893,1215544,view,182746,
1433172385479,1298909,view,347974,
1433175184863,442414,view,71846,
1433174423344,1296338,view,147825,
1433176320539,1235292,addtocart,240004,
1433174008862,559000,view,313203,
1433172605701,184551,view,277276,
1433175889738,615793,view,319992,
1433173136799,1014645,view,112568,
1433174122649,425170,view,37402,
1433172316549,1113387,view,266900,
1433172221786,715063,view,319992,
1433175182982,1037305,view,22471,
1433174362973,370699,view,360403,
1433175182449,1053369,view,138273,
1433173712975,487643,view,29100,
1433172193572,670816,view,296594,
1433175920821,615793,view,460188,
1433175610166,46719,view,340749,
1433175776554,390248,view,327424,
1433173107245,860226,view,431621,
1433172951638,1208175,view,117564,
1433173365706,557378,view,250658,
1433176380987,1071395,view,368231,
1433176296284,1080654,view,215413,
1433172326355,347864,view,314784,
1433173489649,69471,view,461301,
1433175083670,433834,view,420578,
1433174341347,189384,addtocart,310791,
1433173489881,404768,view,421884,
1433173323994,384824,view,392895,
1433176459513,278983,view,75873,
1433173364671,1221409,view,56763,
1433174634926,273406,view,138114,
1433176098244,518659,view,426298,
1433174109166,651718,view,51646,
1433176172191,322407,view,202835,
1433174387932,312735,view,374841,
1433176577400,76370,view,356236,
1433173034929,494371,view,239020,
1433174703043,73449,view,374101,
1433175895575,138131,addtocart,430292,
1433173362711,294858,view,245879,
1433176296108,350566,view,379520,
1433174103718,924226,view,325978,
1433176585722,995781,view,415437,
1433175395350,581,view,388097,
1433174101993,629501,view,275648,
1433176064808,121134,view,93067,
1433176778262,485547,view,205347,
1433175617490,1308748,view,122607,
1433173510645,101700,view,100345,
1433172912152,253731,view,307285,
1433172617625,293206,addtocart,379092,
